"Job_ID","Pipeline_ID","Scan_Type","Severity","Vulnerability_Count","Arrival_Time_Min","Service_Time_Min","Risk_Score","Developer_Experience","Code_Change_Size","Severity_Score","Vulnerability_Normalized","Risk_Normalized","Waiting_Factor","GatekeeperX_Priority_Score","Priority_Class","Security_Decision","Queue_Position","Service_Start_Time","Completion_Time","Actual_Waiting_Time","Turnaround_Time","Dynamic_Priority","Simulation_Queue_Position","Simulation_Status"
127,"PL-0118","DAST","Critical",9,262.62,5.66,96.8,"Intermediate","Small",100,56.25,96.8,10.467702462473,81.5,"P1 - Critical","BLOCK",89,562.52,568.18,299.9,305.56,100,127,"Completed"
128,"PL-0037","IaC","Medium",8,270.58,6,58.82,"Junior","Medium",50,50,58.82,10.7849780378339,48.28,"P3 - Medium","PASS WITH MONITORING",463,568.18,574.18,297.6,303.6,100,128,"Completed"
129,"PL-0138","Container","Low",1,272.48,6.26,20.98,"Junior","Small",25,6.25,20.98,10.8607096450181,18.83,"P4 - Low","PASS",985,574.18,580.44,301.7,307.96,100,129,"Completed"
130,"PL-0261","Container","Medium",1,273.33,3.58,42.23,"Junior","Small",50,6.25,42.23,10.8945895745478,35.4,"P4 - Low","PASS WITH MONITORING",746,580.44,584.02,307.11,310.69,100,130,"Completed"
131,"PL-0035","DAST","Medium",2,274.39,5.54,57.23,"Intermediate","Medium",50,12.5,57.23,10.9368398396084,40.4,"P3 - Medium","PASS WITH MONITORING",672,584.02,589.56,309.63,315.17,100,131,"Completed"
132,"PL-0078","Container","Medium",6,282.38,4.13,49.39,"Intermediate","Medium",50,37.5,49.39,11.255311177188,43.47,"P3 - Medium","PASS WITH MONITORING",600,589.56,593.69,307.18,311.31,100,132,"Completed"
133,"PL-0014","SAST","High",5,283.66,4.58,81.91,"Junior","Small",75,31.25,81.91,11.3063303651858,61.61,"P2 - High","WAIT / PRIORITIZE",300,593.69,598.27,310.03,314.61,100,133,"Completed"
134,"PL-0156","Container","Medium",5,286.22,5.65,51.8,"Junior","Small",50,31.25,51.8,11.4083687411813,42.84,"P3 - Medium","PASS WITH MONITORING",616,598.27,603.92,312.05,317.7,100,134,"Completed"
135,"PL-0097","SCA","High",5,287.33,3.14,83.9,"Intermediate","Medium",75,31.25,83.9,11.452611943273,62.12,"P2 - High","WAIT / PRIORITIZE",292,603.92,607.06,316.59,319.73,100,135,"Completed"
136,"PL-0229","IaC","Medium",4,287.38,2.37,45.42,"Intermediate","Medium",50,25,45.42,11.4546048803042,40,"P3 - Medium","PASS WITH MONITORING",678,607.06,609.43,319.68,322.05,100,136,"Completed"
137,"PL-0182","SCA","High",5,290.56,2.98,79.01,"Junior","Small",75,31.25,79.01,11.5813556754861,60.91,"P2 - High","WAIT / PRIORITIZE",314,609.43,612.41,318.87,321.85,100,137,"Completed"
138,"PL-0127","SCA","High",4,291.92,4.36,71.32,"Intermediate","Small",75,25,71.32,11.6355635627337,57.74,"P3 - Medium","WAIT / PRIORITIZE",339,612.41,616.77,320.49,324.85,100,138,"Completed"
139,"PL-0287","SAST","High",7,295.79,3.05,81.2,"Junior","Small",75,43.75,81.2,11.7898168889456,63.98,"P2 - High","WAIT / PRIORITIZE",268,616.77,619.82,320.98,324.03,100,139,"Completed"
140,"PL-0043","IaC","High",5,296.47,3.12,68.15,"Senior","Small",75,31.25,68.15,11.8169208325694,58.22,"P3 - Medium","PASS WITH MONITORING",335,619.82,622.94,323.35,326.47,100,140,"Completed"
141,"PL-0180","SCA","Medium",1,298.54,3.02,49.03,"Senior","Medium",50,6.25,49.03,11.8994284256595,37.2,"P4 - Low","PASS WITH MONITORING",730,622.94,625.96,324.4,327.42,100,141,"Completed"
142,"PL-0027","SCA","Low",5,300.19,4.44,30.91,"Senior","Medium",25,31.25,30.91,11.9651953476878,26.42,"P4 - Low","PASS",823,625.96,630.4,325.77,330.21,100,142,"Completed"
143,"PL-0030","SCA","Low",3,304.42,2.74,13.25,"Junior","Medium",25,18.75,13.25,12.1337978205241,19.53,"P4 - Low","PASS",972,630.4,633.14,325.98,328.72,100,143,"Completed"
144,"PL-0180","Container","High",6,304.75,3.11,65.76,"Intermediate","Small",75,37.5,65.76,12.1469512049297,58.9,"P3 - Medium","PASS WITH MONITORING",330,633.14,636.25,328.39,331.5,100,144,"Completed"
145,"PL-0212","Container","Medium",2,305.15,7.19,47.77,"Junior","Small",50,12.5,47.77,12.162894701179,38.16,"P4 - Low","PASS WITH MONITORING",720,636.25,643.44,331.1,338.29,100,145,"Completed"
146,"PL-0075","SAST","Low",1,307.12,2.8,21.61,"Intermediate","Small",25,6.25,21.61,12.2414164202068,19.13,"P4 - Low","PASS",981,643.44,646.24,336.32,339.12,100,146,"Completed"
147,"PL-0201","SCA","Medium",3,307.73,4.42,41.81,"Senior","Small",50,18.75,41.81,12.265730251987,37.93,"P4 - Low","PASS WITH MONITORING",723,646.24,650.66,338.51,342.93,100,147,"Completed"
148,"PL-0062","Container","Medium",2,308.52,4.29,37.37,"Intermediate","Small",50,12.5,37.37,12.2972186570793,35.57,"P4 - Low","PASS",745,650.66,654.95,342.14,346.43,100,148,"Completed"
149,"PL-0269","DAST","High",7,311.08,6.7,86.57,"Junior","Medium",75,43.75,86.57,12.3992570330748,65.38,"P2 - High","WAIT / PRIORITIZE",244,654.95,661.65,343.87,350.57,100,149,"Completed"
150,"PL-0124","IaC","Medium",3,312.14,3.08,46.36,"Senior","Small",50,18.75,46.36,12.4415072981354,39.08,"P4 - Low","PASS WITH MONITORING",701,661.65,664.73,349.51,352.59,100,150,"Completed"
151,"PL-0063","DAST","High",8,313.26,6.65,77.96,"Intermediate","Large",75,50,77.96,12.4861490876334,64.49,"P2 - High","WAIT / PRIORITIZE",261,664.73,671.38,351.47,358.12,100,151,"Completed"
152,"PL-0049","SCA","Low",2,314.84,2.96,29.9,"Intermediate","Medium",25,12.5,29.9,12.5491258978181,22.48,"P4 - Low","PASS",916,671.38,674.34,356.54,359.5,100,152,"Completed"
153,"PL-0061","SAST","Medium",1,318.28,2.48,56.92,"Junior","Small",50,6.25,56.92,12.686239965562,39.25,"P4 - Low","PASS WITH MONITORING",694,674.34,676.82,356.06,358.54,100,153,"Completed"
154,"PL-0116","IaC","Low",1,319.31,3.24,18.75,"Intermediate","Medium",25,6.25,18.75,12.727294468404,18.46,"P4 - Low","PASS",989,676.82,680.06,357.51,360.75,100,154,"Completed"
155,"PL-0257","SAST","Medium",2,322.48,3.77,51.35,"Intermediate","Small",50,12.5,51.35,12.8536466761796,39.12,"P4 - Low","PASS WITH MONITORING",696,680.06,683.83,357.58,361.35,100,155,"Completed"
156,"PL-0028","IaC","Medium",6,328,4.77,53.92,"Senior","Medium",50,37.5,53.92,13.0736669244199,44.79,"P3 - Medium","PASS WITH MONITORING",551,683.83,688.6,355.83,360.6,100,156,"Completed"
157,"PL-0002","SAST","Medium",3,328.62,3.34,43.99,"Intermediate","Small",50,18.75,43.99,13.0983793436063,38.56,"P4 - Low","PASS WITH MONITORING",711,688.6,691.94,359.98,363.32,100,157,"Completed"
158,"PL-0159","DAST","Low",2,339.07,7.32,21.23,"Intermediate","Large",25,12.5,21.23,13.514903183119,20.41,"P4 - Low","PASS",961,691.94,699.26,352.87,360.19,100,158,"Completed"
159,"PL-0136","SCA","Low",1,339.98,3.47,23.46,"Senior","Medium",25,6.25,23.46,13.5511746370862,19.72,"P4 - Low","PASS",970,699.26,702.73,359.28,362.75,100,159,"Completed"
160,"PL-0127","SCA","Medium",7,342.78,3.06,68.8,"Intermediate","Small",50,43.75,68.8,13.6627791108312,49.82,"P3 - Medium","PASS WITH MONITORING",421,702.73,705.79,359.95,363.01,100,160,"Completed"
161,"PL-0208","IaC","Low",2,343.17,2.63,13.36,"Intermediate","Medium",25,12.5,13.36,13.6783240196743,18.46,"P4 - Low","PASS",990,705.79,708.42,362.62,365.25,100,161,"Completed"
162,"PL-0259","Container","High",8,345.01,6.77,80.13,"Junior","Large",75,50,80.13,13.751664102421,65.16,"P2 - High","WAIT / PRIORITIZE",247,708.42,715.19,363.41,370.18,100,162,"Completed"
163,"PL-0229","Container","Medium",3,346.57,5.34,47.72,"Junior","Small",50,18.75,47.72,13.8138437377933,39.56,"P4 - Low","PASS WITH MONITORING",689,715.19,720.53,368.62,373.96,100,163,"Completed"
164,"PL-0269","SCA","Medium",7,352.54,2.7,52.71,"Senior","Small",50,43.75,52.71,14.051800419314,45.83,"P3 - Medium","PASS WITH MONITORING",522,720.53,723.23,367.99,370.69,100,164,"Completed"
165,"PL-0012","SAST","Medium",9,354.66,3.37,55.39,"Junior","Small",50,56.25,55.39,14.1363009494352,49.01,"P3 - Medium","PASS WITH MONITORING",435,723.23,726.6,368.57,371.94,100,165,"Completed"
166,"PL-0193","IaC","High",3,358.19,4.29,68.08,"Intermediate","Small",75,18.75,68.08,14.2770023038352,55.95,"P3 - Medium","PASS WITH MONITORING",347,726.6,730.89,368.41,372.7,100,166,"Completed"
167,"PL-0158","Container","Medium",1,359.05,4.98,25.67,"Intermediate","Medium",50,6.25,25.67,14.3112808207712,31.6,"P4 - Low","PASS",754,730.89,735.87,371.84,376.82,100,167,"Completed"
168,"PL-0051","SAST","Low",3,359.76,4.81,21.8,"Intermediate","Small",25,18.75,21.8,14.3395805266137,21.88,"P4 - Low","PASS",927,735.87,740.68,376.11,380.92,100,168,"Completed"
169,"PL-0165","SCA","High",5,369.03,2.64,78.57,"Intermediate","Medium",75,31.25,78.57,14.709071052191,61.11,"P2 - High","WAIT / PRIORITIZE",312,740.68,743.32,371.65,374.29,100,169,"Completed"
170,"PL-0047","Container","Medium",3,372.65,6.15,45.51,"Junior","Small",50,18.75,45.51,14.8533596932471,39.11,"P4 - Low","PASS WITH MONITORING",697,743.32,749.47,370.67,376.82,100,170,"Completed"
171,"PL-0198","Container","Low",1,374.12,4.4,21.35,"Intermediate","Medium",25,6.25,21.35,14.9119520419633,19.33,"P4 - Low","PASS",978,749.47,753.87,375.35,379.75,100,171,"Completed"
172,"PL-0010","Container","Medium",4,374.31,4.68,49.28,"Intermediate","Medium",50,25,49.28,14.9195252026817,41.31,"P3 - Medium","PASS WITH MONITORING",652,753.87,758.55,379.56,384.24,100,172,"Completed"
173,"PL-0255","Container","Medium",2,375.72,4.13,52.37,"Intermediate","Small",50,12.5,52.37,14.9757260269605,39.59,"P4 - Low","PASS WITH MONITORING",686,758.55,762.68,382.83,386.96,100,173,"Completed"
174,"PL-0201","Container","Critical",6,377.35,5.81,100,"Junior","Large",100,37.5,100,15.0406957741763,79,"P2 - High","BLOCK",102,762.68,768.49,385.33,391.14,100,174,"Completed"
175,"PL-0233","SAST","Critical",12,378.22,4.39,100,"Junior","Small",100,75,100,15.0753728785185,86.51,"P1 - Critical","BLOCK",47,768.49,772.88,390.27,394.66,100,175,"Completed"
176,"PL-0003","SAST","Medium",4,381.32,4.99,52.8,"Intermediate","Small",50,25,52.8,15.1989349744505,42.22,"P3 - Medium","PASS WITH MONITORING",632,772.88,777.87,391.56,396.55,100,176,"Completed"
177,"PL-0181","IaC","Low",1,388.56,3.12,16.85,"Junior","Small",25,6.25,16.85,15.4875122565627,18.26,"P4 - Low","PASS",992,777.87,780.99,389.31,392.43,100,177,"Completed"
178,"PL-0239","Container","Medium",4,388.79,5.81,44.61,"Intermediate","Large",50,25,44.61,15.4966797669061,40.2,"P3 - Medium","PASS WITH MONITORING",674,780.99,786.8,392.2,398.01,100,178,"Completed"
179,"PL-0284","DAST","High",9,390.04,7.04,90.55,"Junior","Medium",75,56.25,90.55,15.5465031926851,69.19,"P2 - High","WAIT / PRIORITIZE",172,786.8,793.84,396.76,403.8,100,179,"Completed"
180,"PL-0252","Container","High",1,390.34,4.39,73.42,"Intermediate","Medium",75,6.25,73.42,15.5584608148721,54.91,"P3 - Medium","WAIT / PRIORITIZE",355,793.84,798.23,403.5,407.89,100,180,"Completed"
181,"PL-0093","SCA","High",5,390.53,2.53,68.91,"Intermediate","Medium",75,31.25,68.91,15.5660339755905,58.78,"P3 - Medium","PASS WITH MONITORING",331,798.23,800.76,407.7,410.23,100,181,"Completed"
182,"PL-0084","IaC","High",8,390.57,4.15,70.74,"Senior","Medium",75,50,70.74,15.5676283252154,62.99,"P2 - High","WAIT / PRIORITIZE",283,800.76,804.91,410.19,414.34,100,182,"Completed"
183,"PL-0225","SAST","Low",3,406.88,2.89,35.89,"Junior","Medium",25,18.75,35.89,16.2177243847803,25.59,"P4 - Low","PASS",842,804.91,807.8,398.03,400.92,100,183,"Completed"
184,"PL-0061","Container","Medium",4,410.95,4.31,56.14,"Senior","Large",50,25,56.14,16.3799494591169,43.17,"P3 - Medium","PASS WITH MONITORING",610,807.8,812.11,396.85,401.16,100,184,"Completed"
185,"PL-0102","SAST","Medium",2,411.97,4.04,38.24,"Junior","Medium",50,12.5,38.24,16.4206053745526,36.2,"P4 - Low","PASS",741,812.11,816.15,400.14,404.18,100,185,"Completed"
186,"PL-0171","DAST","Medium",2,413.09,5.58,51.93,"Junior","Small",50,12.5,51.93,16.4652471640506,39.63,"P4 - Low","PASS WITH MONITORING",685,816.15,821.73,403.06,408.64,100,186,"Completed"
187,"PL-0150","DAST","Medium",6,418.12,7.29,63.05,"Intermediate","Medium",50,37.5,63.05,16.6657366293855,47.43,"P3 - Medium","PASS WITH MONITORING",477,821.73,829.02,403.61,410.9,100,187,"Completed"
188,"PL-0182","SAST","Low",1,423.4,4.43,29.25,"Intermediate","Medium",25,6.25,29.25,16.8761907798761,21.5,"P4 - Low","PASS",936,829.02,833.45,405.62,410.05,100,188,"Completed"
189,"PL-0055","DAST","High",9,429.26,5.58,81.29,"Junior","Medium",75,56.25,81.29,17.1097629999283,67.03,"P2 - High","WAIT / PRIORITIZE",209,833.45,839.03,404.19,409.77,100,189,"Completed"
190,"PL-0054","SCA","High",4,430.73,4.21,65.65,"Intermediate","Small",75,25,65.65,17.1683553486444,56.88,"P3 - Medium","PASS WITH MONITORING",343,839.03,843.24,408.3,412.51,100,190,"Completed"
191,"PL-0173","SAST","High",3,430.89,4.95,72.46,"Intermediate","Large",75,18.75,72.46,17.1747327471441,57.33,"P3 - Medium","WAIT / PRIORITIZE",341,843.24,848.19,412.35,417.3,100,191,"Completed"
192,"PL-0043","Container","High",2,435.84,5.41,70.06,"Intermediate","Small",75,12.5,70.06,17.3720335132291,55.5,"P3 - Medium","WAIT / PRIORITIZE",351,848.19,853.6,412.35,417.76,100,192,"Completed"
193,"PL-0207","Container","High",8,436.55,4.95,83.67,"Intermediate","Small",75,50,83.67,17.4003332190716,66.41,"P2 - High","WAIT / PRIORITIZE",222,853.6,858.55,417.05,422,100,193,"Completed"
194,"PL-0085","Container","High",6,436.82,6.08,87.55,"Senior","Small",75,37.5,87.55,17.4110950790399,64.88,"P2 - High","WAIT / PRIORITIZE",252,858.55,864.63,421.73,427.81,100,194,"Completed"
195,"PL-0153","Container","Low",1,438.74,5.99,26.22,"Junior","Medium",25,6.25,26.22,17.4876238610365,20.8,"P4 - Low","PASS",952,864.63,870.62,425.89,431.88,100,195,"Completed"
196,"PL-0240","SAST","Low",4,439.75,3.71,23.04,"Intermediate","Small",25,25,23.04,17.527881189066,23.76,"P4 - Low","PASS",884,870.62,874.33,430.87,434.58,100,196,"Completed"
197,"PL-0049","IaC","High",10,442.35,4.99,85.05,"Junior","Small",75,62.5,85.05,17.6315139146864,69.28,"P2 - High","WAIT / PRIORITIZE",170,874.33,879.32,431.98,436.97,100,197,"Completed"
198,"PL-0139","IaC","Low",2,446.57,4.71,30.54,"Intermediate","Small",25,12.5,30.54,17.7997178001164,23.16,"P4 - Low","PASS",895,879.32,884.03,432.75,437.46,100,198,"Completed"
199,"PL-0156","Container","Medium",3,449.33,6.19,54.91,"Junior","Large",50,18.75,54.91,17.9097279242365,41.77,"P3 - Medium","PASS WITH MONITORING",641,884.03,890.22,434.7,440.89,100,199,"Completed"
200,"PL-0274","SAST","High",7,452.1,4.4,85.81,"Senior","Small",75,43.75,85.81,18.0201366357629,65.75,"P2 - High","WAIT / PRIORITIZE",237,890.22,894.62,438.12,442.52,100,200,"Completed"
201,"PL-0055","IaC","Low",2,454.09,4.88,13.16,"Junior","Small",25,12.5,13.16,18.0994555296031,18.85,"P4 - Low","PASS",984,894.62,899.5,440.53,445.41,100,201,"Completed"
202,"PL-0226","SAST","Medium",1,455.37,3.54,45.83,"Intermediate","Medium",50,6.25,45.83,18.1504747176008,37.02,"P4 - Low","PASS WITH MONITORING",734,899.5,903.04,444.13,447.67,100,202,"Completed"
203,"PL-0250","Container","Critical",6,457.87,4.88,100,"Junior","Medium",100,37.5,100,18.2501215691589,79.33,"P2 - High","BLOCK",101,903.04,907.92,445.17,450.05,100,203,"Completed"
204,"PL-0170","Container","High",2,465.78,4.79,84.68,"Senior","Small",75,12.5,84.68,18.5654042074887,59.28,"P3 - Medium","WAIT / PRIORITIZE",325,907.92,912.71,442.14,446.93,100,204,"Completed"
205,"PL-0292","DAST","Medium",5,467.86,6.83,62.35,"Intermediate","Medium",50,31.25,62.35,18.648310387985,46.2,"P3 - Medium","PASS WITH MONITORING",510,912.71,919.54,444.85,451.68,100,205,"Completed"
206,"PL-0148","DAST","Medium",2,467.9,6.52,41.59,"Junior","Medium",50,12.5,41.59,18.6499047376099,37.26,"P4 - Low","PASS WITH MONITORING",729,919.54,926.06,451.64,458.16,100,206,"Completed"
207,"PL-0207","DAST","Critical",11,471.91,8.09,100,"Junior","Medium",100,68.75,100,18.8097382875091,85.63,"P1 - Critical","BLOCK",54,926.06,934.15,454.15,462.24,100,207,"Completed"
208,"PL-0189","DAST","High",8,472.72,7.62,81.63,"Intermediate","Small",75,50,81.63,18.8420238674139,66.04,"P2 - High","WAIT / PRIORITIZE",232,934.15,941.77,461.43,469.05,100,208,"Completed"
209,"PL-0113","SCA","Low",3,481.42,3.38,24.98,"Junior","Small",25,18.75,24.98,19.188794910836,23.16,"P4 - Low","PASS",896,941.77,945.15,460.35,463.73,100,209,"Completed"
210,"PL-0027","SAST","Medium",2,482.68,3.99,40.23,"Intermediate","Medium",50,12.5,40.23,19.2390169240213,36.98,"P4 - Low","PASS WITH MONITORING",735,945.15,949.14,462.47,466.46,100,210,"Completed"
211,"PL-0094","IaC","Low",1,486.25,3.2,16.13,"Senior","Medium",25,6.25,16.13,19.3813126280462,18.47,"P4 - Low","PASS",988,949.14,952.34,462.89,466.09,100,211,"Completed"
212,"PL-0133","SCA","High",7,495.19,3.98,91.06,"Intermediate","Medium",75,43.75,91.06,19.7376497692179,67.24,"P2 - High","WAIT / PRIORITIZE",204,952.34,956.32,457.15,461.13,100,212,"Completed"
213,"PL-0086","DAST","Medium",6,495.58,7.78,56.92,"Intermediate","Small",50,37.5,56.92,19.753194678061,46.21,"P3 - Medium","PASS WITH MONITORING",509,956.32,964.1,460.74,468.52,100,213,"Completed"
214,"PL-0114","SAST","Medium",3,495.64,2.63,44.56,"Senior","Small",50,18.75,44.56,19.7555862024983,39.37,"P4 - Low","PASS WITH MONITORING",691,964.1,966.73,468.46,471.09,100,214,"Completed"
215,"PL-0250","IaC","Low",1,496.64,4.56,9.17,"Intermediate","Medium",25,6.25,9.17,19.7954449431216,16.77,"P4 - Low","PASS",998,966.73,971.29,470.09,474.65,100,215,"Completed"
216,"PL-0169","DAST","Medium",5,499.39,6.02,50.42,"Senior","Small",50,31.25,50.42,19.9050564798355,43.35,"P3 - Medium","PASS WITH MONITORING",607,971.29,977.31,471.9,477.92,100,216,"Completed"
217,"PL-0220","Container","Low",2,502.23,4.85,29.84,"Intermediate","Medium",25,12.5,29.84,20.0182553032054,23.21,"P4 - Low","PASS",893,977.31,982.16,475.08,479.93,100,217,"Completed"
218,"PL-0038","Container","Medium",2,504.22,5.86,53.78,"Junior","Small",50,12.5,53.78,20.0975741970457,40.45,"P3 - Medium","PASS WITH MONITORING",670,982.16,988.02,477.94,483.8,100,218,"Completed"
219,"PL-0115","IaC","High",9,507.43,3.78,76.21,"Junior","Large",75,56.25,76.21,20.2255207544462,66.08,"P2 - High","WAIT / PRIORITIZE",231,988.02,991.8,480.59,484.37,100,219,"Completed"
220,"PL-0267","DAST","Medium",2,507.99,6.43,55.22,"Junior","Medium",50,12.5,55.22,20.2478416491953,40.83,"P3 - Medium","PASS WITH MONITORING",662,991.8,998.23,483.81,490.24,100,220,"Completed"
221,"PL-0220","SCA","Low",2,509.09,3.25,20.54,"Intermediate","Small",25,12.5,20.54,20.2916862638808,20.91,"P4 - Low","PASS",950,998.23,1001.48,489.14,492.39,100,221,"Completed"
222,"PL-0213","DAST","Low",2,510.12,5.96,22.93,"Junior","Small",25,12.5,22.93,20.3327407667227,21.52,"P4 - Low","PASS",935,1001.48,1007.44,491.36,497.32,100,222,"Completed"
223,"PL-0292","DAST","Low",1,510.61,5.26,18.51,"Intermediate","Medium",25,6.25,18.51,20.3522715496281,19.16,"P4 - Low","PASS",980,1007.44,1012.7,496.83,502.09,100,223,"Completed"
224,"PL-0214","SAST","High",5,511.27,4.86,80.59,"Intermediate","Small",75,31.25,80.59,20.3785783184394,62.19,"P2 - High","WAIT / PRIORITIZE",291,1012.7,1017.56,501.43,506.29,100,224,"Completed"
225,"PL-0113","DAST","High",7,512.76,7.25,67.52,"Intermediate","Medium",75,43.75,67.52,20.4379678419681,61.42,"P2 - High","PASS WITH MONITORING",304,1017.56,1024.81,504.8,512.05,100,225,"Completed"
226,"PL-0030","Container","Low",1,513.26,4.49,28.43,"Intermediate","Large",25,6.25,28.43,20.4578972122797,21.65,"P4 - Low","PASS",931,1024.81,1029.3,511.55,516.04,100,226,"Completed"
227,"PL-0187","IaC","Critical",7,518.46,4.04,100,"Intermediate","Large",100,43.75,100,20.6651626635205,80.82,"P1 - Critical","BLOCK",97,1029.3,1033.34,510.84,514.88,100,227,"Completed"
228,"PL-0047","SAST","Low",3,518.72,4.56,34.17,"Senior","Small",25,18.75,34.17,20.6755259360825,25.61,"P4 - Low","PASS",841,1033.34,1037.9,514.62,519.18,100,228,"Completed"
229,"PL-0105","Container","Low",1,518.85,5.49,9.88,"Intermediate","Medium",25,6.25,9.88,20.6807075723635,17.04,"P4 - Low","PASS",997,1037.9,1043.39,519.05,524.54,100,229,"Completed"
230,"PL-0202","Container","High",2,519.85,3.66,63.95,"Junior","Small",75,12.5,63.95,20.7205663129868,54.31,"P3 - Medium","PASS WITH MONITORING",357,1043.39,1047.05,523.54,527.2,100,230,"Completed"
231,"PL-0088","Container","High",11,520.23,6.56,83.21,"Intermediate","Small",75,68.75,83.21,20.7357126344236,70.38,"P2 - High","WAIT / PRIORITIZE",152,1047.05,1053.61,526.82,533.38,100,231,"Completed"
232,"PL-0268","DAST","Low",1,523,4.4,23.33,"Senior","Medium",25,6.25,23.33,20.84612134595,20.42,"P4 - Low","PASS",959,1053.61,1058.01,530.61,535.01,100,232,"Completed"
233,"PL-0181","SCA","Medium",6,533.98,4.35,53.7,"Intermediate","Large",50,37.5,53.7,21.283770317993,45.55,"P3 - Medium","PASS WITH MONITORING",532,1058.01,1062.36,524.03,528.38,100,233,"Completed"
234,"PL-0010","SAST","Low",2,539.81,3.89,21.74,"Senior","Medium",25,12.5,21.74,21.5161467758265,21.34,"P4 - Low","PASS",940,1062.36,1066.25,522.55,526.44,100,234,"Completed"
235,"PL-0121","SAST","Low",2,540.49,3.52,18.33,"Senior","Small",25,12.5,18.33,21.5432507194503,20.49,"P4 - Low","PASS",957,1066.25,1069.77,525.76,529.28,100,235,"Completed"
236,"PL-0089","SAST","Medium",3,543.09,4.18,60.2,"Junior","Small",50,18.75,60.2,21.6468834450707,43.46,"P3 - Medium","PASS WITH MONITORING",602,1069.77,1073.95,526.68,530.86,100,236,"Completed"
237,"PL-0037","SAST","Medium",2,557.44,3.49,59.69,"Junior","Large",50,12.5,59.69,22.218856373014,42.14,"P3 - Medium","PASS WITH MONITORING",635,1073.95,1077.44,516.51,520,100,237,"Completed"
238,"PL-0194","SAST","Low",1,559.07,4.31,12.8,"Intermediate","Medium",25,6.25,12.8,22.2838261202299,17.93,"P4 - Low","PASS",993,1077.44,1081.75,518.37,522.68,100,238,"Completed"
239,"PL-0163","DAST","Medium",8,559.79,7.15,50.71,"Junior","Small",50,50,50.71,22.3125244134786,47.41,"P3 - Medium","PASS WITH MONITORING",478,1081.75,1088.9,521.96,529.11,100,239,"Completed"
240,"PL-0283","SAST","Low",1,565.64,2.37,16.09,"Senior","Large",25,6.25,16.09,22.5456980461245,18.78,"P4 - Low","PASS",987,1088.9,1091.27,523.26,525.63,100,240,"Completed"
